261	011111000
262	111100100
263	111010100
264	110110100
265	101110100
266	011110100
267	111001100
268	110101100
269	101101100
270	011101100
271	110011100
272	101011100
273	011011100
274	100111100
275	010111100
276	001111100
277	111100010
278	111010010
279	110110010
280	101110010
281	011110010
282	111001010
283	110101010
284	101101010
285	011101010
286	110011010
287	101011010
288	011011010
289	100111010
290	010111010
291	001111010
292	111000110
293	110100110
294	101100110
295	011100110
296	110010110
297	101010110
298	011010110
299	100110110
300	010110110
301	001110110
302	110001110
303	101001110
304	011001110
305	100101110
306	010101110
307	001101110
308	100011110
309	010011110
310	001011110
311	000111110
312	111100001
313	111010001
314	110110001
315	101110001
316	011110001
317	111001001
318	110101001
319	101101001
320	011101001
321	110011001
322	101011001
323	011011001
324	100111001
325	010111001
326	001111001
327	111000101
328	110100101
329	101100101
330	011100101
331	110010101
332	101010101
333	011010101
334	100110101
335	010110101
336	001110101
337	110001101
338	101001101
339	011001101
340	100101101
341	010101101
342	001101101
343	100011101
344	010011101
345	001011101
346	000111101
347	111000011
348	110100011
349	101100011
350	011100011
351	110010011
352	101010011
353	011010011
354	100110011
355	010110011
356	001110011
357	110001011
358	101001011
359	011001011
360	100101011
361	010101011
362	001101011
363	100011011
364	010011011
365	001011011
366	000111011
367	110000111
368	101000111
369	011000111
370	100100111
371	010100111
372	001100111
373	100010111
374	010010111
375	001010111
376	000110111
377	100001111
378	010001111
379	001001111
380	000101111
381	000011111
382	111111000
383	111110100
384	111101100
385	111011100
386	110111100
387	101111100
388	011111100
389	111110010
390	111101010
391	111011010
392	110111010
393	101111010
394	011111010
395	111100110
396	111010110
397	110110110
398	101110110
399	011110110
400	111001110
401	110101110
402	101101110
403	011101110
404	110011110
405	101011110
406	011011110
407	100111110
408	010111110
409	001111110
410	111110001
411	111101001
412	111011001
413	110111001
414	101111001
415	011111001
416	111100101
417	111010101
418	110110101
419	101110101
420	011110101
421	111001101
422	110101101
423	101101101
424	011101101
425	110011101
426	101011101
427	011011101
428	100111101
429	010111101
430	001111101
431	111100011
432	111010011
433	110110011
434	101110011
435	011110011
436	111001011
437	110101011
438	101101011
439	011101011
440	110011011
441	101011011
442	011011011
443	100111011
444	010111011
445	001111011
446	111000111
447	110100111
448	101100111
449	011100111
450	110010111
451	101010111
452	011010111
453	100110111
454	010110111
455	001110111
456	110001111
457	101001111
458	011001111
459	100101111
460	010101111
461	001101111
462	100011111
463	010011111
464	001011111
465	000111111
466	111111100
467	111111010
468	111110110
469	111101110
470	111011110
471	110111110
472	101111110
473	011111110
474	111111001
475	111110101
476	111101101
477	111011101
478	110111101
479	101111101
480	011111101
481	111110011
482	111101011
483	111011011
484	110111011
485	101111011
486	011111011
487	111100111
488	111010111
489	110110111
490	101110111
491	011110111
492	111001111
493	110101111
494	101101111
495	011101111
496	110011111
497	101011111
498	011011111
499	100111111
500	010111111
501	001111111
502	111111110
503	111111101
504	111111011
505	111110111
506	111101111
507	111011111
508	110111111
509	101111111
510	011111111
511	111111111
